"u:0","u:1","u:2","acc:0","acc:1","acc:2","p","Points:0","Points:1","Points:2"
1,0,0,0,0,0,0.040449,0,0,1
1,0,0,0,0,0,0.040449,0,0,1
1,0,0,0,0,0,0.040449,0,0,1
1,0,0,0,0,0,0.056827,0,1,1
1,0,0,0,0,0,0.056827,0,1,1
1,0,0,0,0,0,0.056827,0,1,1
0.99597,0,0,-0.0039714,0,0,6.3409e-05,2.5,0,1
0.99597,0,0,-0.0039714,0,0,6.3409e-05,2.5,0,1
0.99597,0,0,-0.0039714,0,0,6.3409e-05,2.5,0,1
0.99641,0,0,-0.02571,0,0,-7.7227e-05,2.5,1,1
0.99641,0,0,-0.02571,0,0,-7.7227e-05,2.5,1,1
0.99641,0,0,-0.02571,0,0,-7.7227e-05,2.5,1,1
0,0,0,0,0,0,-0.39644,0.55,0.5,1
0,0,0,0,0,0,-0.39644,0.55,0.5,1
0,0,0,0,0,0,-0.39644,0.55,0.5,1
1,0,0,0,0,0,0.041382,0,0.034483,1
1,0,0,0,0,0,0.041382,0,0.034483,1
1,0,0,0,0,0,0.042131,0,0.068966,1
1,0,0,0,0,0,0.042131,0,0.068966,1
1,0,0,0,0,0,0.042172,0,0.10345,1
1,0,0,0,0,0,0.042172,0,0.10345,1
1,0,0,0,0,0,0.045899,0,0.13793,1
1,0,0,0,0,0,0.045899,0,0.13793,1
1,0,0,0,0,0,0.048995,0,0.17241,1
1,0,0,0,0,0,0.048995,0,0.17241,1
1,0,0,0,0,0,0.052741,0,0.2069,1
1,0,0,0,0,0,0.052741,0,0.2069,1
1,0,0,0,0,0,0.05633,0,0.24138,1
1,0,0,0,0,0,0.05633,0,0.24138,1
1,0,0,0,0,0,0.060454,0,0.27586,1
1,0,0,0,0,0,0.060454,0,0.27586,1
1,0,0,0,0,0,0.06544,0,0.31034,1
1,0,0,0,0,0,0.06544,0,0.31034,1
1,0,0,0,0,0,0.06544,0,0.31034,1
1,0,0,0,0,0,0.069659,0,0.34483,1
1,0,0,0,0,0,0.069659,0,0.34483,1
1,0,0,0,0,0,0.074245,0,0.37931,1
1,0,0,0,0,0,0.074245,0,0.37931,1
1,0,0,0,0,0,0.074245,0,0.37931,1
1,0,0,0,0,0,0.077903,0,0.41379,1
1,0,0,0,0,0,0.077903,0,0.41379,1
1,0,0,0,0,0,0.080825,0,0.44828,1
1,0,0,0,0,0,0.080825,0,0.44828,1
1,0,0,0,0,0,0.080825,0,0.44828,1
1,0,0,0,0,0,0.083275,0,0.48276,1
1,0,0,0,0,0,0.083275,0,0.48276,1
1,0,0,0,0,0,0.083275,0,0.48276,1
1,0,0,0,0,0,0.083984,0,0.51724,1
1,0,0,0,0,0,0.083984,0,0.51724,1
1,0,0,0,0,0,0.083348,0,0.55172,1
1,0,0,0,0,0,0.083348,0,0.55172,1
1,0,0,0,0,0,0.083348,0,0.55172,1
1,0,0,0,0,0,0.083151,0,0.58621,1
1,0,0,0,0,0,0.083151,0,0.58621,1
1,0,0,0,0,0,0.080636,0,0.62069,1
1,0,0,0,0,0,0.080636,0,0.62069,1
1,0,0,0,0,0,0.078664,0,0.65517,1
1,0,0,0,0,0,0.078664,0,0.65517,1
1,0,0,0,0,0,0.075249,0,0.68966,1
1,0,0,0,0,0,0.075249,0,0.68966,1
1,0,0,0,0,0,0.07274,0,0.72414,1
1,0,0,0,0,0,0.07274,0,0.72414,1
1,0,0,0,0,0,0.069029,0,0.75862,1
1,0,0,0,0,0,0.069029,0,0.75862,1
1,0,0,0,0,0,0.066429,0,0.7931,1
1,0,0,0,0,0,0.066429,0,0.7931,1
1,0,0,0,0,0,0.066429,0,0.7931,1
1,0,0,0,0,0,0.063297,0,0.82759,1
1,0,0,0,0,0,0.063297,0,0.82759,1
1,0,0,0,0,0,0.0611,0,0.86207,1
1,0,0,0,0,0,0.0611,0,0.86207,1
1,0,0,0,0,0,0.0611,0,0.86207,1
1,0,0,0,0,0,0.059373,0,0.89655,1
1,0,0,0,0,0,0.059373,0,0.89655,1
1,0,0,0,0,0,0.059373,0,0.89655,1
1,0,0,0,0,0,0.057871,0,0.93103,1
1,0,0,0,0,0,0.057871,0,0.93103,1
1,0,0,0,0,0,0.057187,0,0.96552,1
1,0,0,0,0,0,0.057187,0,0.96552,1
1,0,0,0,0,0,0.057187,0,0.96552,1
1.0005,0,0,0.00020655,0,0,0.040302,0.034722,0,1
1.0005,0,0,0.00020655,0,0,0.040302,0.034722,0,1
1.0013,0,0,-0.0015056,0,0,0.039584,0.069444,0,1
1.0013,0,0,-0.0015056,0,0,0.039584,0.069444,0,1
1.0033,0,0,-0.0028657,0,0,0.037749,0.10417,0,1
1.0033,0,0,-0.0028657,0,0,0.037749,0.10417,0,1
1.0033,0,0,-0.0028657,0,0,0.037749,0.10417,0,1
1.0055,0,0,-0.0017401,0,0,0.036117,0.13889,0,1
1.0055,0,0,-0.0017401,0,0,0.036117,0.13889,0,1
1.0089,0,0,-0.00092621,0,0,0.032299,0.17361,0,1
1.0089,0,0,-0.00092621,0,0,0.032299,0.17361,0,1
1.0125,0,0,0.0020762,0,0,0.028324,0.20833,0,1
1.0125,0,0,0.0020762,0,0,0.028324,0.20833,0,1
1.0125,0,0,0.0020762,0,0,0.028324,0.20833,0,1
1.0168,0,0,0.0039237,0,0,0.024624,0.24306,0,1
1.0168,0,0,0.0039237,0,0,0.024624,0.24306,0,1
1.0168,0,0,0.0039237,0,0,0.024624,0.24306,0,1
1.0215,0,0,0.006479,0,0,0.019172,0.27778,0,1
1.0215,0,0,0.006479,0,0,0.019172,0.27778,0,1
1.0269,0,0,0.0091541,0,0,0.01336,0.3125,0,1
1.0269,0,0,0.0091541,0,0,0.01336,0.3125,0,1
1.032,0,0,0.01112,0,0,0.0077976,0.34722,0,1
1.032,0,0,0.01112,0,0,0.0077976,0.34722,0,1
1.0375,0,0,0.011311,0,0,0.0014478,0.38194,0,1
1.0375,0,0,0.011311,0,0,0.0014478,0.38194,0,1
1.0435,0,0,0.0092962,0,0,-0.0048544,0.41667,0,1
1.0435,0,0,0.0092962,0,0,-0.0048544,0.41667,0,1
1.0481,0,0,0.0038542,0,0,-0.010087,0.45139,0,1
1.0481,0,0,0.0038542,0,0,-0.010087,0.45139,0,1
1.0523,0,0,-0.0042929,0,0,-0.014314,0.48611,0,1
1.0523,0,0,-0.0042929,0,0,-0.014314,0.48611,0,1
1.0523,0,0,-0.0042929,0,0,-0.014314,0.48611,0,1
1.0559,0,0,-0.014637,0,0,-0.018497,0.52083,0,1
1.0559,0,0,-0.014637,0,0,-0.018497,0.52083,0,1
1.0592,0,0,-0.031086,0,0,-0.021984,0.55556,0,1
1.0592,0,0,-0.031086,0,0,-0.021984,0.55556,0,1
1.0604,0,0,-0.046075,0,0,-0.020096,0.59028,0,1
1.0604,0,0,-0.046075,0,0,-0.020096,0.59028,0,1
1.0625,0,0,-0.070015,0,0,-0.021281,0.625,0,1
1.0625,0,0,-0.070015,0,0,-0.021281,0.625,0,1
1.0625,0,0,-0.070015,0,0,-0.021281,0.625,0,1
1.0627,0,0,-0.091936,0,0,-0.01954,0.65972,0,1
1.0627,0,0,-0.091936,0,0,-0.01954,0.65972,0,1
1.0622,0,0,-0.1114,0,0,-0.013395,0.69444,0,1
1.0622,0,0,-0.1114,0,0,-0.013395,0.69444,0,1
1.0613,0,0,-0.1253,0,0,-0.0099356,0.72917,0,1
1.0613,0,0,-0.1253,0,0,-0.0099356,0.72917,0,1
1.0613,0,0,-0.1253,0,0,-0.0099356,0.72917,0,1
1.0618,0,0,-0.14293,0,0,-0.0086296,0.76389,0,1
1.0618,0,0,-0.14293,0,0,-0.0086296,0.76389,0,1
1.0611,0,0,-0.14789,0,0,0.00051004,0.79861,0,1
1.0611,0,0,-0.14789,0,0,0.00051004,0.79861,0,1
1.0611,0,0,-0.1368,0,0,0.0038808,0.83333,0,1
1.0611,0,0,-0.1368,0,0,0.0038808,0.83333,0,1
1.0599,0,0,-0.13177,0,0,0.0099838,0.86806,0,1
1.0599,0,0,-0.13177,0,0,0.0099838,0.86806,0,1
1.0592,0,0,-0.10489,0,0,0.01498,0.90278,0,1
1.0592,0,0,-0.10489,0,0,0.01498,0.90278,0,1
1.0577,0,0,-0.078405,0,0,0.021178,0.9375,0,1
1.0577,0,0,-0.078405,0,0,0.021178,0.9375,0,1
1.0556,0,0,-0.069633,0,0,0.025377,0.97222,0,1
1.0556,0,0,-0.069633,0,0,0.025377,0.97222,0,1
1.0546,0,0,-0.057628,0,0,0.02848,1.0069,0,1
1.0546,0,0,-0.057628,0,0,0.02848,1.0069,0,1
1.0533,0,0,-0.054491,0,0,0.033385,1.0417,0,1
1.0533,0,0,-0.054491,0,0,0.033385,1.0417,0,1
1.0537,0,0,-0.080694,0,0,0.034816,1.0764,0,1
1.0537,0,0,-0.080694,0,0,0.034816,1.0764,0,1
1.0555,0,0,-0.11746,0,0,0.037279,1.1111,0,1
1.0555,0,0,-0.11746,0,0,0.037279,1.1111,0,1
1.0584,0,0,-0.16171,0,0,0.038619,1.1458,0,1
1.0584,0,0,-0.16171,0,0,0.038619,1.1458,0,1
1.0654,0,0,-0.20891,0,0,0.038235,1.1806,0,1
1.0654,0,0,-0.20891,0,0,0.038235,1.1806,0,1
1.0748,0,0,-0.27549,0,0,0.036712,1.2153,0,1
1.0748,0,0,-0.27549,0,0,0.036712,1.2153,0,1
1.0748,0,0,-0.27549,0,0,0.036712,1.2153,0,1
1.0864,0,0,-0.30265,0,0,0.0357,1.25,0,1
1.0864,0,0,-0.30265,0,0,0.0357,1.25,0,1
1.0988,0,0,-0.30688,0,0,0.033523,1.2847,0,1
1.0988,0,0,-0.30688,0,0,0.033523,1.2847,0,1
1.1137,0,0,-0.27085,0,0,0.029042,1.3194,0,1
1.1137,0,0,-0.27085,0,0,0.029042,1.3194,0,1
1.1222,0,0,-0.2055,0,0,0.020503,1.3542,0,1
1.1222,0,0,-0.2055,0,0,0.020503,1.3542,0,1
1.1222,0,0,-0.2055,0,0,0.020503,1.3542,0,1
1.131,0,0,-0.096584,0,0,0.018217,1.3889,0,1
1.131,0,0,-0.096584,0,0,0.018217,1.3889,0,1
1.1367,0,0,0.038658,0,0,0.012885,1.4236,0,1
1.1367,0,0,0.038658,0,0,0.012885,1.4236,0,1
1.1368,0,0,0.15945,0,0,0.0087599,1.4583,0,1
1.1368,0,0,0.15945,0,0,0.0087599,1.4583,0,1
1.1314,0,0,0.27036,0,0,0.0073131,1.4931,0,1
1.1314,0,0,0.27036,0,0,0.0073131,1.4931,0,1
1.1314,0,0,0.27036,0,0,0.0073131,1.4931,0,1
1.1222,0,0,0.37108,0,0,0.0016115,1.5278,0,1
1.1222,0,0,0.37108,0,0,0.0016115,1.5278,0,1
1.1092,0,0,0.42085,0,0,0.0030109,1.5625,0,1
1.1092,0,0,0.42085,0,0,0.0030109,1.5625,0,1
1.0978,0,0,0.45849,0,0,0.0022969,1.5972,0,1
1.0978,0,0,0.45849,0,0,0.0022969,1.5972,0,1
