"u:0","u:1","u:2","acc:0","acc:1","acc:2","p","Points:0","Points:1","Points:2"
1,0,0,0,0,0,0.084727,0,0,1
1,0,0,0,0,0,0.084727,0,0,1
1,0,0,0,0,0,0.084727,0,0,1
1,0,0,0,0,0,0.051715,0,1,1
1,0,0,0,0,0,0.051715,0,1,1
1,0,0,0,0,0,0.051715,0,1,1
1.0801,0,0,0.069787,0,0,-0.00086353,2.5,0,1
1.0801,0,0,0.069787,0,0,-0.00086353,2.5,0,1
1.0801,0,0,0.069787,0,0,-0.00086353,2.5,0,1
1.0746,0,0,-0.069451,0,0,0.00035475,2.5,1,1
1.0746,0,0,-0.069451,0,0,0.00035475,2.5,1,1
1.0746,0,0,-0.069451,0,0,0.00035475,2.5,1,1
0,0,0,0,0,0,-0.42789,0.55,0.5,1
0,0,0,0,0,0,-0.42789,0.55,0.5,1
0,0,0,0,0,0,-0.42789,0.55,0.5,1
1,0,0,0,0,0,0.085474,0,0.034483,1
1,0,0,0,0,0,0.085474,0,0.034483,1
1,0,0,0,0,0,0.085686,0,0.068966,1
1,0,0,0,0,0,0.085686,0,0.068966,1
1,0,0,0,0,0,0.085817,0,0.10345,1
1,0,0,0,0,0,0.085817,0,0.10345,1
1,0,0,0,0,0,0.088612,0,0.13793,1
1,0,0,0,0,0,0.088612,0,0.13793,1
1,0,0,0,0,0,0.090457,0,0.17241,1
1,0,0,0,0,0,0.090457,0,0.17241,1
1,0,0,0,0,0,0.092709,0,0.2069,1
1,0,0,0,0,0,0.092709,0,0.2069,1
1,0,0,0,0,0,0.094989,0,0.24138,1
1,0,0,0,0,0,0.094989,0,0.24138,1
1,0,0,0,0,0,0.097254,0,0.27586,1
1,0,0,0,0,0,0.097254,0,0.27586,1
1,0,0,0,0,0,0.10049,0,0.31034,1
1,0,0,0,0,0,0.10049,0,0.31034,1
1,0,0,0,0,0,0.10049,0,0.31034,1
1,0,0,0,0,0,0.10201,0,0.34483,1
1,0,0,0,0,0,0.10201,0,0.34483,1
1,0,0,0,0,0,0.104,0,0.37931,1
1,0,0,0,0,0,0.104,0,0.37931,1
1,0,0,0,0,0,0.104,0,0.37931,1
1,0,0,0,0,0,0.10475,0,0.41379,1
1,0,0,0,0,0,0.10475,0,0.41379,1
1,0,0,0,0,0,0.10457,0,0.44828,1
1,0,0,0,0,0,0.10457,0,0.44828,1
1,0,0,0,0,0,0.10457,0,0.44828,1
1,0,0,0,0,0,0.10382,0,0.48276,1
1,0,0,0,0,0,0.10382,0,0.48276,1
1,0,0,0,0,0,0.10382,0,0.48276,1
1,0,0,0,0,0,0.10125,0,0.51724,1
1,0,0,0,0,0,0.10125,0,0.51724,1
1,0,0,0,0,0,0.097595,0,0.55172,1
1,0,0,0,0,0,0.097595,0,0.55172,1
1,0,0,0,0,0,0.097595,0,0.55172,1
1,0,0,0,0,0,0.094807,0,0.58621,1
1,0,0,0,0,0,0.094807,0,0.58621,1
1,0,0,0,0,0,0.089283,0,0.62069,1
1,0,0,0,0,0,0.089283,0,0.62069,1
1,0,0,0,0,0,0.084608,0,0.65517,1
1,0,0,0,0,0,0.084608,0,0.65517,1
1,0,0,0,0,0,0.079115,0,0.68966,1
1,0,0,0,0,0,0.079115,0,0.68966,1
1,0,0,0,0,0,0.074634,0,0.72414,1
1,0,0,0,0,0,0.074634,0,0.72414,1
1,0,0,0,0,0,0.069296,0,0.75862,1
1,0,0,0,0,0,0.069296,0,0.75862,1
1,0,0,0,0,0,0.065053,0,0.7931,1
1,0,0,0,0,0,0.065053,0,0.7931,1
1,0,0,0,0,0,0.065053,0,0.7931,1
1,0,0,0,0,0,0.061027,0,0.82759,1
1,0,0,0,0,0,0.061027,0,0.82759,1
1,0,0,0,0,0,0.057788,0,0.86207,1
1,0,0,0,0,0,0.057788,0,0.86207,1
1,0,0,0,0,0,0.057788,0,0.86207,1
1,0,0,0,0,0,0.055126,0,0.89655,1
1,0,0,0,0,0,0.055126,0,0.89655,1
1,0,0,0,0,0,0.055126,0,0.89655,1
1,0,0,0,0,0,0.053431,0,0.93103,1
1,0,0,0,0,0,0.053431,0,0.93103,1
1,0,0,0,0,0,0.052418,0,0.96552,1
1,0,0,0,0,0,0.052418,0,0.96552,1
1,0,0,0,0,0,0.052418,0,0.96552,1
1.0005,0,0,0.00012345,0,0,0.08474,0.034722,0,1
1.0005,0,0,0.00012345,0,0,0.08474,0.034722,0,1
1.001,0,0,0.00034812,0,0,0.084142,0.069444,0,1
1.001,0,0,0.00034812,0,0,0.084142,0.069444,0,1
1.0022,0,0,-0.0021201,0,0,0.083194,0.10417,0,1
1.0022,0,0,-0.0021201,0,0,0.083194,0.10417,0,1
1.0022,0,0,-0.0021201,0,0,0.083194,0.10417,0,1
1.0039,0,0,-0.0071288,0,0,0.082048,0.13889,0,1
1.0039,0,0,-0.0071288,0,0,0.082048,0.13889,0,1
1.0068,0,0,-0.011404,0,0,0.078916,0.17361,0,1
1.0068,0,0,-0.011404,0,0,0.078916,0.17361,0,1
1.0101,0,0,-0.017642,0,0,0.075815,0.20833,0,1
1.0101,0,0,-0.017642,0,0,0.075815,0.20833,0,1
1.0101,0,0,-0.017642,0,0,0.075815,0.20833,0,1
1.0143,0,0,-0.022979,0,0,0.073137,0.24306,0,1
1.0143,0,0,-0.022979,0,0,0.073137,0.24306,0,1
1.0143,0,0,-0.022979,0,0,0.073137,0.24306,0,1
1.0192,0,0,-0.026612,0,0,0.068532,0.27778,0,1
1.0192,0,0,-0.026612,0,0,0.068532,0.27778,0,1
1.025,0,0,-0.029187,0,0,0.063643,0.3125,0,1
1.025,0,0,-0.029187,0,0,0.063643,0.3125,0,1
1.031,0,0,-0.027605,0,0,0.058101,0.34722,0,1
1.031,0,0,-0.027605,0,0,0.058101,0.34722,0,1
1.0374,0,0,-0.022504,0,0,0.053028,0.38194,0,1
1.0374,0,0,-0.022504,0,0,0.053028,0.38194,0,1
1.0437,0,0,-0.014516,0,0,0.046589,0.41667,0,1
1.0437,0,0,-0.014516,0,0,0.046589,0.41667,0,1
1.0492,0,0,-0.00040869,0,0,0.040665,0.45139,0,1
1.0492,0,0,-0.00040869,0,0,0.040665,0.45139,0,1
1.0543,0,0,0.015418,0,0,0.036,0.48611,0,1
1.0543,0,0,0.015418,0,0,0.036,0.48611,0,1
1.0543,0,0,0.015418,0,0,0.036,0.48611,0,1
1.0584,0,0,0.032631,0,0,0.031134,0.52083,0,1
1.0584,0,0,0.032631,0,0,0.031134,0.52083,0,1
1.0607,0,0,0.051383,0,0,0.025402,0.55556,0,1
1.0607,0,0,0.051383,0,0,0.025402,0.55556,0,1
1.0617,0,0,0.071161,0,0,0.023366,0.59028,0,1
1.0617,0,0,0.071161,0,0,0.023366,0.59028,0,1
1.0612,0,0,0.082426,0,0,0.020737,0.625,0,1
1.0612,0,0,0.082426,0,0,0.020737,0.625,0,1
1.0612,0,0,0.082426,0,0,0.020737,0.625,0,1
1.0591,0,0,0.093729,0,0,0.019783,0.65972,0,1
1.0591,0,0,0.093729,0,0,0.019783,0.65972,0,1
1.0556,0,0,0.091139,0,0,0.02152,0.69444,0,1
1.0556,0,0,0.091139,0,0,0.02152,0.69444,0,1
1.0515,0,0,0.088387,0,0,0.021679,0.72917,0,1
1.0515,0,0,0.088387,0,0,0.021679,0.72917,0,1
1.0515,0,0,0.088387,0,0,0.021679,0.72917,0,1
1.0475,0,0,0.075293,0,0,0.021928,0.76389,0,1
1.0475,0,0,0.075293,0,0,0.021928,0.76389,0,1
1.0424,0,0,0.053962,0,0,0.026167,0.79861,0,1
1.0424,0,0,0.053962,0,0,0.026167,0.79861,0,1
1.0395,0,0,0.028782,0,0,0.027705,0.83333,0,1
1.0395,0,0,0.028782,0,0,0.027705,0.83333,0,1
1.0357,0,0,-0.0084162,0,0,0.031524,0.86806,0,1
1.0357,0,0,-0.0084162,0,0,0.031524,0.86806,0,1
1.034,0,0,-0.041599,0,0,0.034246,0.90278,0,1
1.034,0,0,-0.041599,0,0,0.034246,0.90278,0,1
1.0333,0,0,-0.057097,0,0,0.037528,0.9375,0,1
1.0333,0,0,-0.057097,0,0,0.037528,0.9375,0,1
1.0327,0,0,-0.060299,0,0,0.040121,0.97222,0,1
1.0327,0,0,-0.060299,0,0,0.040121,0.97222,0,1
1.033,0,0,-0.063185,0,0,0.041764,1.0069,0,1
1.033,0,0,-0.063185,0,0,0.041764,1.0069,0,1
1.0328,0,0,-0.047627,0,0,0.044453,1.0417,0,1
1.0328,0,0,-0.047627,0,0,0.044453,1.0417,0,1
1.0327,0,0,-0.018327,0,0,0.04614,1.0764,0,1
1.0327,0,0,-0.018327,0,0,0.04614,1.0764,0,1
1.0324,0,0,0.0087283,0,0,0.046899,1.1111,0,1
1.0324,0,0,0.0087283,0,0,0.046899,1.1111,0,1
1.03,0,0,0.025317,0,0,0.04766,1.1458,0,1
1.03,0,0,0.025317,0,0,0.04766,1.1458,0,1
1.028,0,0,0.050681,0,0,0.049424,1.1806,0,1
1.028,0,0,0.050681,0,0,0.049424,1.1806,0,1
1.0246,0,0,0.071462,0,0,0.049524,1.2153,0,1
1.0246,0,0,0.071462,0,0,0.049524,1.2153,0,1
1.0246,0,0,0.071462,0,0,0.049524,1.2153,0,1
