"u:0","u:1","u:2","acc:0","acc:1","acc:2","p","Points:0","Points:1","Points:2"
1,0,0,0,0,0,0.041941,0,0,1
1,0,0,0,0,0,0.041941,0,0,1
1,0,0,0,0,0,0.041941,0,0,1
1,0,0,0,0,0,0.077539,0,1,1
1,0,0,0,0,0,0.077539,0,1,1
1,0,0,0,0,0,0.077539,0,1,1
1.0527,0,0,0.042337,0,0,8.0848e-05,2.5,0,1
1.0527,0,0,0.042337,0,0,8.0848e-05,2.5,0,1
1.0527,0,0,0.042337,0,0,8.0848e-05,2.5,0,1
1.04,0,0,-0.15831,0,0,-0.0017002,2.5,1,1
1.04,0,0,-0.15831,0,0,-0.0017002,2.5,1,1
1.04,0,0,-0.15831,0,0,-0.0017002,2.5,1,1
0,0,0,0,0,0,-0.44403,0.55,0.5,1
0,0,0,0,0,0,-0.44403,0.55,0.5,1
0,0,0,0,0,0,-0.44403,0.55,0.5,1
1,0,0,0,0,0,0.042871,0,0.034483,1
1,0,0,0,0,0,0.042871,0,0.034483,1
1,0,0,0,0,0,0.044062,0,0.068966,1
1,0,0,0,0,0,0.044062,0,0.068966,1
1,0,0,0,0,0,0.044082,0,0.10345,1
1,0,0,0,0,0,0.044082,0,0.10345,1
1,0,0,0,0,0,0.047607,0,0.13793,1
1,0,0,0,0,0,0.047607,0,0.13793,1
1,0,0,0,0,0,0.051096,0,0.17241,1
1,0,0,0,0,0,0.051096,0,0.17241,1
1,0,0,0,0,0,0.055386,0,0.2069,1
1,0,0,0,0,0,0.055386,0,0.2069,1
1,0,0,0,0,0,0.05952,0,0.24138,1
1,0,0,0,0,0,0.05952,0,0.24138,1
1,0,0,0,0,0,0.064251,0,0.27586,1
1,0,0,0,0,0,0.064251,0,0.27586,1
1,0,0,0,0,0,0.069312,0,0.31034,1
1,0,0,0,0,0,0.069312,0,0.31034,1
1,0,0,0,0,0,0.069312,0,0.31034,1
1,0,0,0,0,0,0.074748,0,0.34483,1
1,0,0,0,0,0,0.074748,0,0.34483,1
1,0,0,0,0,0,0.080137,0,0.37931,1
1,0,0,0,0,0,0.080137,0,0.37931,1
1,0,0,0,0,0,0.080137,0,0.37931,1
