"u:0","u:1","u:2","acc:0","acc:1","acc:2","p","Points:0","Points:1","Points:2"
1,0,0,0,0,0,0.047228,0,0,1
1,0,0,0,0,0,0.047228,0,0,1
1,0,0,0,0,0,0.047228,0,0,1
1,0,0,0,0,0,0.062279,0,1,1
1,0,0,0,0,0,0.062279,0,1,1
1,0,0,0,0,0,0.062279,0,1,1
1.0619,0,0,0.1438,0,0,-0.00066845,2.5,0,1
1.0619,0,0,0.1438,0,0,-0.00066845,2.5,0,1
1.0619,0,0,0.1438,0,0,-0.00066845,2.5,0,1
1.029,0,0,-0.082134,0,0,-0.00094633,2.5,1,1
1.029,0,0,-0.082134,0,0,-0.00094633,2.5,1,1
1.029,0,0,-0.082134,0,0,-0.00094633,2.5,1,1
0,0,0,0,0,0,-0.41942,0.55,0.5,1
0,0,0,0,0,0,-0.41942,0.55,0.5,1
0,0,0,0,0,0,-0.41942,0.55,0.5,1
1,0,0,0,0,0,0.048184,0,0.034483,1
1,0,0,0,0,0,0.048184,0,0.034483,1
1,0,0,0,0,0,0.049013,0,0.068966,1
1,0,0,0,0,0,0.049013,0,0.068966,1
1,0,0,0,0,0,0.048886,0,0.10345,1
1,0,0,0,0,0,0.048886,0,0.10345,1
1,0,0,0,0,0,0.052504,0,0.13793,1
1,0,0,0,0,0,0.052504,0,0.13793,1
1,0,0,0,0,0,0.055502,0,0.17241,1
1,0,0,0,0,0,0.055502,0,0.17241,1
1,0,0,0,0,0,0.059186,0,0.2069,1
1,0,0,0,0,0,0.059186,0,0.2069,1
1,0,0,0,0,0,0.062722,0,0.24138,1
1,0,0,0,0,0,0.062722,0,0.24138,1
1,0,0,0,0,0,0.066675,0,0.27586,1
1,0,0,0,0,0,0.066675,0,0.27586,1
1,0,0,0,0,0,0.07126,0,0.31034,1
1,0,0,0,0,0,0.07126,0,0.31034,1
1,0,0,0,0,0,0.07126,0,0.31034,1
1,0,0,0,0,0,0.075484,0,0.34483,1
1,0,0,0,0,0,0.075484,0,0.34483,1
1,0,0,0,0,0,0.079741,0,0.37931,1
1,0,0,0,0,0,0.079741,0,0.37931,1
1,0,0,0,0,0,0.079741,0,0.37931,1
1,0,0,0,0,0,0.083411,0,0.41379,1
1,0,0,0,0,0,0.083411,0,0.41379,1
1,0,0,0,0,0,0.085931,0,0.44828,1
1,0,0,0,0,0,0.085931,0,0.44828,1
1,0,0,0,0,0,0.085931,0,0.44828,1
1,0,0,0,0,0,0.088398,0,0.48276,1
1,0,0,0,0,0,0.088398,0,0.48276,1
1,0,0,0,0,0,0.088398,0,0.48276,1
1,0,0,0,0,0,0.089106,0,0.51724,1
1,0,0,0,0,0,0.089106,0,0.51724,1
1,0,0,0,0,0,0.088307,0,0.55172,1
1,0,0,0,0,0,0.088307,0,0.55172,1
1,0,0,0,0,0,0.088307,0,0.55172,1
1,0,0,0,0,0,0.088323,0,0.58621,1
1,0,0,0,0,0,0.088323,0,0.58621,1
1,0,0,0,0,0,0.085592,0,0.62069,1
1,0,0,0,0,0,0.085592,0,0.62069,1
1,0,0,0,0,0,0.083707,0,0.65517,1
1,0,0,0,0,0,0.083707,0,0.65517,1
1,0,0,0,0,0,0.080284,0,0.68966,1
1,0,0,0,0,0,0.080284,0,0.68966,1
1,0,0,0,0,0,0.077799,0,0.72414,1
1,0,0,0,0,0,0.077799,0,0.72414,1
1,0,0,0,0,0,0.074302,0,0.75862,1
1,0,0,0,0,0,0.074302,0,0.75862,1
1,0,0,0,0,0,0.071394,0,0.7931,1
1,0,0,0,0,0,0.071394,0,0.7931,1
1,0,0,0,0,0,0.071394,0,0.7931,1
1,0,0,0,0,0,0.068775,0,0.82759,1
1,0,0,0,0,0,0.068775,0,0.82759,1
1,0,0,0,0,0,0.066422,0,0.86207,1
1,0,0,0,0,0,0.066422,0,0.86207,1
1,0,0,0,0,0,0.066422,0,0.86207,1
1,0,0,0,0,0,0.064634,0,0.89655,1
1,0,0,0,0,0,0.064634,0,0.89655,1
