"u:0","u:1","u:2","acc:0","acc:1","acc:2","p","Points:0","Points:1","Points:2"
1,0,0,0,0,0,0.061874,0,0,1
1,0,0,0,0,0,0.061874,0,0,1
1,0,0,0,0,0,0.061874,0,0,1
1,0,0,0,0,0,0.055673,0,1,1
1,0,0,0,0,0,0.055673,0,1,1
1,0,0,0,0,0,0.055673,0,1,1
1.048,0,0,0.33677,0,0,0.0012446,2.5,0,1
1.048,0,0,0.33677,0,0,0.0012446,2.5,0,1
1.048,0,0,0.33677,0,0,0.0012446,2.5,0,1
1.081,0,0,0.086135,0,0,0.0010735,2.5,1,1
1.081,0,0,0.086135,0,0,0.0010735,2.5,1,1
1.081,0,0,0.086135,0,0,0.0010735,2.5,1,1
0,0,0,0,0,0,-0.40196,0.55,0.5,1
0,0,0,0,0,0,-0.40196,0.55,0.5,1
0,0,0,0,0,0,-0.40196,0.55,0.5,1
1,0,0,0,0,0,0.062596,0,0.034483,1
1,0,0,0,0,0,0.062596,0,0.034483,1
1,0,0,0,0,0,0.063168,0,0.068966,1
1,0,0,0,0,0,0.063168,0,0.068966,1
1,0,0,0,0,0,0.063493,0,0.10345,1
1,0,0,0,0,0,0.063493,0,0.10345,1
1,0,0,0,0,0,0.066336,0,0.13793,1
1,0,0,0,0,0,0.066336,0,0.13793,1
1,0,0,0,0,0,0.068822,0,0.17241,1
1,0,0,0,0,0,0.068822,0,0.17241,1
1,0,0,0,0,0,0.071894,0,0.2069,1
1,0,0,0,0,0,0.071894,0,0.2069,1
1,0,0,0,0,0,0.074888,0,0.24138,1
1,0,0,0,0,0,0.074888,0,0.24138,1
1,0,0,0,0,0,0.078253,0,0.27586,1
1,0,0,0,0,0,0.078253,0,0.27586,1
1,0,0,0,0,0,0.082189,0,0.31034,1
1,0,0,0,0,0,0.082189,0,0.31034,1
1,0,0,0,0,0,0.082189,0,0.31034,1
1,0,0,0,0,0,0.08528,0,0.34483,1
1,0,0,0,0,0,0.08528,0,0.34483,1
1,0,0,0,0,0,0.088703,0,0.37931,1
1,0,0,0,0,0,0.088703,0,0.37931,1
1,0,0,0,0,0,0.088703,0,0.37931,1
1,0,0,0,0,0,0.09116,0,0.41379,1
1,0,0,0,0,0,0.09116,0,0.41379,1
1,0,0,0,0,0,0.092711,0,0.44828,1
1,0,0,0,0,0,0.092711,0,0.44828,1
1,0,0,0,0,0,0.092711,0,0.44828,1
1,0,0,0,0,0,0.093758,0,0.48276,1
1,0,0,0,0,0,0.093758,0,0.48276,1
1,0,0,0,0,0,0.093758,0,0.48276,1
1,0,0,0,0,0,0.09296,0,0.51724,1
1,0,0,0,0,0,0.09296,0,0.51724,1
1,0,0,0,0,0,0.091161,0,0.55172,1
1,0,0,0,0,0,0.091161,0,0.55172,1
1,0,0,0,0,0,0.091161,0,0.55172,1
1,0,0,0,0,0,0.089527,0,0.58621,1
1,0,0,0,0,0,0.089527,0,0.58621,1
1,0,0,0,0,0,0.08592,0,0.62069,1
1,0,0,0,0,0,0.08592,0,0.62069,1
1,0,0,0,0,0,0.082504,0,0.65517,1
1,0,0,0,0,0,0.082504,0,0.65517,1
1,0,0,0,0,0,0.078301,0,0.68966,1
1,0,0,0,0,0,0.078301,0,0.68966,1
1,0,0,0,0,0,0.074857,0,0.72414,1
1,0,0,0,0,0,0.074857,0,0.72414,1
1,0,0,0,0,0,0.070245,0,0.75862,1
1,0,0,0,0,0,0.070245,0,0.75862,1
1,0,0,0,0,0,0.067223,0,0.7931,1
1,0,0,0,0,0,0.067223,0,0.7931,1
1,0,0,0,0,0,0.067223,0,0.7931,1
1,0,0,0,0,0,0.063327,0,0.82759,1
1,0,0,0,0,0,0.063327,0,0.82759,1
1,0,0,0,0,0,0.060831,0,0.86207,1
1,0,0,0,0,0,0.060831,0,0.86207,1
1,0,0,0,0,0,0.060831,0,0.86207,1
1,0,0,0,0,0,0.058734,0,0.89655,1
1,0,0,0,0,0,0.058734,0,0.89655,1
1,0,0,0,0,0,0.058734,0,0.89655,1
1,0,0,0,0,0,0.056926,0,0.93103,1
1,0,0,0,0,0,0.056926,0,0.93103,1
1,0,0,0,0,0,0.05613,0,0.96552,1
1,0,0,0,0,0,0.05613,0,0.96552,1
1,0,0,0,0,0,0.05613,0,0.96552,1
1.0006,0,0,-0.00045634,0,0,0.061763,0.034722,0,1
1.0006,0,0,-0.00045634,0,0,0.061763,0.034722,0,1
1.0014,0,0,0.0023003,0,0,0.060999,0.069444,0,1
1.0014,0,0,0.0023003,0,0,0.060999,0.069444,0,1
1.0029,0,0,0.005658,0,0,0.058989,0.10417,0,1
1.0029,0,0,0.005658,0,0,0.058989,0.10417,0,1
1.0029,0,0,0.005658,0,0,0.058989,0.10417,0,1
1.0046,0,0,0.0068748,0,0,0.057729,0.13889,0,1
1.0046,0,0,0.0068748,0,0,0.057729,0.13889,0,1
1.0075,0,0,0.0073331,0,0,0.054061,0.17361,0,1
1.0075,0,0,0.0073331,0,0,0.054061,0.17361,0,1
