"u:0","u:1","u:2","acc:0","acc:1","acc:2","p","Points:0","Points:1","Points:2"
1,0,0,0,0,0,0.065677,0,0,1
1,0,0,0,0,0,0.065677,0,0,1
1,0,0,0,0,0,0.065677,0,0,1
1,0,0,0,0,0,0.070654,0,1,1
1,0,0,0,0,0,0.070654,0,1,1
1,0,0,0,0,0,0.070654,0,1,1
1.1757,0,0,0.52645,0,0,0.00066359,2.5,0,1
1.1757,0,0,0.52645,0,0,0.00066359,2.5,0,1
1.1757,0,0,0.52645,0,0,0.00066359,2.5,0,1
1.0729,0,0,0.065468,0,0,0.00097839,2.5,1,1
1.0729,0,0,0.065468,0,0,0.00097839,2.5,1,1
1.0729,0,0,0.065468,0,0,0.00097839,2.5,1,1
0,0,0,0,0,0,-0.37689,0.55,0.5,1
0,0,0,0,0,0,-0.37689,0.55,0.5,1
0,0,0,0,0,0,-0.37689,0.55,0.5,1
1,0,0,0,0,0,0.066589,0,0.034483,1
1,0,0,0,0,0,0.066589,0,0.034483,1
1,0,0,0,0,0,0.067181,0,0.068966,1
1,0,0,0,0,0,0.067181,0,0.068966,1
1,0,0,0,0,0,0.067131,0,0.10345,1
1,0,0,0,0,0,0.067131,0,0.10345,1
1,0,0,0,0,0,0.070739,0,0.13793,1
1,0,0,0,0,0,0.070739,0,0.13793,1
1,0,0,0,0,0,0.073455,0,0.17241,1
1,0,0,0,0,0,0.073455,0,0.17241,1
1,0,0,0,0,0,0.076847,0,0.2069,1
1,0,0,0,0,0,0.076847,0,0.2069,1
1,0,0,0,0,0,0.080087,0,0.24138,1
1,0,0,0,0,0,0.080087,0,0.24138,1
1,0,0,0,0,0,0.083782,0,0.27586,1
1,0,0,0,0,0,0.083782,0,0.27586,1
1,0,0,0,0,0,0.088252,0,0.31034,1
1,0,0,0,0,0,0.088252,0,0.31034,1
1,0,0,0,0,0,0.088252,0,0.31034,1
1,0,0,0,0,0,0.091843,0,0.34483,1
1,0,0,0,0,0,0.091843,0,0.34483,1
1,0,0,0,0,0,0.095693,0,0.37931,1
1,0,0,0,0,0,0.095693,0,0.37931,1
1,0,0,0,0,0,0.095693,0,0.37931,1
1,0,0,0,0,0,0.09867,0,0.41379,1
1,0,0,0,0,0,0.09867,0,0.41379,1
1,0,0,0,0,0,0.10087,0,0.44828,1
1,0,0,0,0,0,0.10087,0,0.44828,1
1,0,0,0,0,0,0.10087,0,0.44828,1
1,0,0,0,0,0,0.10247,0,0.48276,1
1,0,0,0,0,0,0.10247,0,0.48276,1
1,0,0,0,0,0,0.10247,0,0.48276,1
1,0,0,0,0,0,0.10247,0,0.51724,1
1,0,0,0,0,0,0.10247,0,0.51724,1
1,0,0,0,0,0,0.10106,0,0.55172,1
1,0,0,0,0,0,0.10106,0,0.55172,1
1,0,0,0,0,0,0.10106,0,0.55172,1
1,0,0,0,0,0,0.10037,0,0.58621,1
1,0,0,0,0,0,0.10037,0,0.58621,1
1,0,0,0,0,0,0.097179,0,0.62069,1
1,0,0,0,0,0,0.097179,0,0.62069,1
1,0,0,0,0,0,0.094673,0,0.65517,1
1,0,0,0,0,0,0.094673,0,0.65517,1
1,0,0,0,0,0,0.09078,0,0.68966,1
1,0,0,0,0,0,0.09078,0,0.68966,1
1,0,0,0,0,0,0.087709,0,0.72414,1
1,0,0,0,0,0,0.087709,0,0.72414,1
1,0,0,0,0,0,0.083741,0,0.75862,1
