"u:0","u:1","u:2","acc:0","acc:1","acc:2","p","Points:0","Points:1","Points:2"
1,0,0,0,0,0,0.040737,0,0,1
1,0,0,0,0,0,0.040737,0,0,1
1,0,0,0,0,0,0.040737,0,0,1
1,0,0,0,0,0,0.075044,0,1,1
1,0,0,0,0,0,0.075044,0,1,1
1,0,0,0,0,0,0.075044,0,1,1
1.0539,0,0,0.073813,0,0,-9.3139e-05,2.5,0,1
1.0539,0,0,0.073813,0,0,-9.3139e-05,2.5,0,1
1.0539,0,0,0.073813,0,0,-9.3139e-05,2.5,0,1
1.037,0,0,-0.14174,0,0,-0.0016278,2.5,1,1
1.037,0,0,-0.14174,0,0,-0.0016278,2.5,1,1
1.037,0,0,-0.14174,0,0,-0.0016278,2.5,1,1
0,0,0,0,0,0,-0.45341,0.55,0.5,1
0,0,0,0,0,0,-0.45341,0.55,0.5,1
0,0,0,0,0,0,-0.45341,0.55,0.5,1
1,0,0,0,0,0,0.041687,0,0.034483,1
1,0,0,0,0,0,0.041687,0,0.034483,1
1,0,0,0,0,0,0.042841,0,0.068966,1
1,0,0,0,0,0,0.042841,0,0.068966,1
1,0,0,0,0,0,0.042812,0,0.10345,1
1,0,0,0,0,0,0.042812,0,0.10345,1
1,0,0,0,0,0,0.046422,0,0.13793,1
1,0,0,0,0,0,0.046422,0,0.13793,1
1,0,0,0,0,0,0.049889,0,0.17241,1
1,0,0,0,0,0,0.049889,0,0.17241,1
1,0,0,0,0,0,0.054147,0,0.2069,1
1,0,0,0,0,0,0.054147,0,0.2069,1
1,0,0,0,0,0,0.058236,0,0.24138,1
1,0,0,0,0,0,0.058236,0,0.24138,1
1,0,0,0,0,0,0.062922,0,0.27586,1
1,0,0,0,0,0,0.062922,0,0.27586,1
1,0,0,0,0,0,0.067978,0,0.31034,1
1,0,0,0,0,0,0.067978,0,0.31034,1
1,0,0,0,0,0,0.067978,0,0.31034,1
1,0,0,0,0,0,0.073334,0,0.34483,1
1,0,0,0,0,0,0.073334,0,0.34483,1
1,0,0,0,0,0,0.078638,0,0.37931,1
1,0,0,0,0,0,0.078638,0,0.37931,1
1,0,0,0,0,0,0.078638,0,0.37931,1
1,0,0,0,0,0,0.083511,0,0.41379,1
1,0,0,0,0,0,0.083511,0,0.41379,1
1,0,0,0,0,0,0.087237,0,0.44828,1
1,0,0,0,0,0,0.087237,0,0.44828,1
1,0,0,0,0,0,0.087237,0,0.44828,1
1,0,0,0,0,0,0.091065,0,0.48276,1
1,0,0,0,0,0,0.091065,0,0.48276,1
1,0,0,0,0,0,0.091065,0,0.48276,1
1,0,0,0,0,0,0.093031,0,0.51724,1
1,0,0,0,0,0,0.093031,0,0.51724,1
1,0,0,0,0,0,0.093583,0,0.55172,1
1,0,0,0,0,0,0.093583,0,0.55172,1
1,0,0,0,0,0,0.093583,0,0.55172,1
1,0,0,0,0,0,0.094479,0,0.58621,1
1,0,0,0,0,0,0.094479,0,0.58621,1
1,0,0,0,0,0,0.093107,0,0.62069,1
1,0,0,0,0,0,0.093107,0,0.62069,1
1,0,0,0,0,0,0.092105,0,0.65517,1
1,0,0,0,0,0,0.092105,0,0.65517,1
1,0,0,0,0,0,0.089646,0,0.68966,1
1,0,0,0,0,0,0.089646,0,0.68966,1
1,0,0,0,0,0,0.08793,0,0.72414,1
1,0,0,0,0,0,0.08793,0,0.72414,1
1,0,0,0,0,0,0.084968,0,0.75862,1
1,0,0,0,0,0,0.084968,0,0.75862,1
1,0,0,0,0,0,0.082897,0,0.7931,1
1,0,0,0,0,0,0.082897,0,0.7931,1
1,0,0,0,0,0,0.082897,0,0.7931,1
1,0,0,0,0,0,0.08041,0,0.82759,1
1,0,0,0,0,0,0.08041,0,0.82759,1
1,0,0,0,0,0,0.078569,0,0.86207,1
1,0,0,0,0,0,0.078569,0,0.86207,1
1,0,0,0,0,0,0.078569,0,0.86207,1
1,0,0,0,0,0,0.077162,0,0.89655,1
1,0,0,0,0,0,0.077162,0,0.89655,1
1,0,0,0,0,0,0.077162,0,0.89655,1
1,0,0,0,0,0,0.075941,0,0.93103,1
1,0,0,0,0,0,0.075941,0,0.93103,1
1,0,0,0,0,0,0.075317,0,0.96552,1
1,0,0,0,0,0,0.075317,0,0.96552,1
1,0,0,0,0,0,0.075317,0,0.96552,1
1.0004,0,0,-0.00039672,0,0,0.040441,0.034722,0,1
1.0004,0,0,-0.00039672,0,0,0.040441,0.034722,0,1
1.0015,0,0,-0.0022259,0,0,0.039768,0.069444,0,1
1.0015,0,0,-0.0022259,0,0,0.039768,0.069444,0,1
1.0037,0,0,-0.0013196,0,0,0.037106,0.10417,0,1
1.0037,0,0,-0.0013196,0,0,0.037106,0.10417,0,1
1.0037,0,0,-0.0013196,0,0,0.037106,0.10417,0,1
1.006,0,0,0.0025342,0,0,0.035578,0.13889,0,1
1.006,0,0,0.0025342,0,0,0.035578,0.13889,0,1
1.0094,0,0,0.0058266,0,0,0.031514,0.17361,0,1
1.0094,0,0,0.0058266,0,0,0.031514,0.17361,0,1
1.0129,0,0,0.01163,0,0,0.027654,0.20833,0,1
1.0129,0,0,0.01163,0,0,0.027654,0.20833,0,1
1.0129,0,0,0.01163,0,0,0.027654,0.20833,0,1
1.0171,0,0,0.016561,0,0,0.023101,0.24306,0,1
1.0171,0,0,0.016561,0,0,0.023101,0.24306,0,1
1.0171,0,0,0.016561,0,0,0.023101,0.24306,0,1
1.0214,0,0,0.021504,0,0,0.018122,0.27778,0,1
1.0214,0,0,0.021504,0,0,0.018122,0.27778,0,1
1.0264,0,0,0.026476,0,0,0.012117,0.3125,0,1
1.0264,0,0,0.026476,0,0,0.012117,0.3125,0,1
1.031,0,0,0.028034,0,0,0.0064438,0.34722,0,1
1.031,0,0,0.028034,0,0,0.0064438,0.34722,0,1
